Primary_Key,ProdCat1,ProdCat2,GROSS_TURNOVER,INVOICE_NUMBER,Cluster
822528_Customer Group_4712,Cloud and Hosting Services,Application Hosting Services,193.92,1,4
822528_Customer Group_4712,Data and Analytics,Data Analytics Services,5604.9808,1,4
822528_Customer Group_4712,Data and Analytics,Predictive Analytics,114.2412,1,4
822528_Customer Group_4712,Digital Transformation Services,Remote Work Solutions,476.58,1,4
822528_Customer Group_4712,IoT and Smart Solutions,Smart City Solutions,316.8956,2,4
822528_Customer Group_4712,Mobile Services,Mobile Device Management (MDM),505.2504,1,4
822528_Customer Group_4712,Network and Infrastructure,Wholesale Telecom Services,1525.5608,3,4
822528_Customer Group_4712,Television and Entertainment,Smart TV Services,9.6256,1,4
822954_Customer Group_4881,Broadband and Internet Services,4G Services,16752.7559,5,4
822954_Customer Group_4881,Business Solutions,Managed IT Services,1939.0211,4,4
822954_Customer Group_4881,Cloud and Hosting Services,Data Backup Services,2202.4384,1,4
822954_Customer Group_4881,Devices and Accessories,Data Center Equipment - Storage Solutions,8609.5499,2,4
822954_Customer Group_4881,Devices and Accessories,Enterprise networking equipment,6374.9181,3,4
822954_Customer Group_4881,Devices and Accessories,Network switches,2832.5789,1,4
822954_Customer Group_4881,Digital Transformation Services,Cloud and Hosting Services,18679.436999999998,4,4
822954_Customer Group_4881,Digital Transformation Services,Cloud-native Development,886.8287,2,4
822954_Customer Group_4881,Mobile Services,Mobile Plans (Postpaid),3092.2975,2,4
822954_Customer Group_4881,Mobile Services,Mobile Plans (Prepaid),181.26710000000003,2,4
822954_Customer Group_4881,Network and Infrastructure,Network Consulting Services,718.08,1,4
822954_Customer Group_4881,Security and Privacy,Cybersecurity Solutions,232.3248,1,4
822954_Customer Group_4881,Television and Entertainment,Over-the-Top (OTT) Services,146.0362,1,4
822954_Customer Group_4881,Television and Entertainment,Premium TV Channels,550.7319,2,4
822954_Customer Group_4881,Television and Entertainment,Sports Subscription Packages,8524.7888,1,4
823194_Customer Group_4714,Business Solutions,Contact Center Solutions,163.5202,1,4
823194_Customer Group_4714,Business Solutions,Workforce Management Solutions,817.5992,1,4
823194_Customer Group_4714,Cloud and Hosting Services,Application Hosting Services,168.8434,1,4
823194_Customer Group_4714,Data and Analytics,Data Analytics Services,114.24,1,4
823194_Customer Group_4714,Data and Analytics,Predictive Analytics,575.7158,2,4
823194_Customer Group_4714,Devices and Accessories,Data Center Equipment - Rack Solutions,628.0868,2,4
823194_Customer Group_4714,IoT and Smart Solutions,Environmental Monitoring Services,468.3348,1,4
823194_Customer Group_4714,Mobile Services,Family Mobile Plans,512.9535000000001,2,4
823194_Customer Group_4714,Mobile Services,Mobile Plans (Prepaid),162.4427,2,4
823194_Customer Group_4714,Network and Infrastructure,Network Design Services,365.3702,1,4
823194_Customer Group_4714,Network and Infrastructure,Network Equipment Sales,1080.4058,5,4
823194_Customer Group_4714,Network and Infrastructure,Wholesale Telecom Services,32.364,1,4
823194_Customer Group_4714,Security and Privacy,Cybersecurity Solutions,1322.4,1,4
823194_Customer Group_4714,Security and Privacy,Encrypted Communication Services,106.267,1,4
823194_Customer Group_4714,Security and Privacy,Network Security Solutions,121.5638,1,4
823194_Customer Group_4714,Television and Entertainment,Educational TV Channels,765.924,1,4
823194_Customer Group_4714,Television and Entertainment,Mobile TV Services,265.1209,2,4
823194_Customer Group_4714,Television and Entertainment,Premium TV Channels,11.36,1,4
823229_Customer Group_4916,Community and Social Platforms,Professional Networking Platforms,1316.3243,3,6
823229_Customer Group_4916,Data and Analytics,Predictive Analytics,436.27570000000003,1,6
823229_Customer Group_4916,Mobile Services,Mobile Device Management (MDM),251.8995,2,6
823229_Customer Group_4916,Network and Infrastructure,Carrier Services,5056.9515,2,6
823229_Customer Group_4916,Security and Privacy,Access Control Solutions,1170.624,1,6
823229_Customer Group_4916,Security and Privacy,Cybersecurity Solutions,480.1995,2,6
823800_Customer Group_5477,Broadband and Internet Services,4G Services,8020.264499999999,2,4
823800_Customer Group_5477,Broadband and Internet Services,5G Services,145.9215,1,4
823800_Customer Group_5477,Business Solutions,Digital Workspace Solutions,2435.8393,1,4
823800_Customer Group_5477,Business Solutions,Workforce Management Solutions,769.7872,1,4
823800_Customer Group_5477,Cloud and Hosting Services,Application Hosting Services,525.3348000000001,1,4
823800_Customer Group_5477,Cloud and Hosting Services,Data Backup Services,682.9351,3,4
823800_Customer Group_5477,Cloud and Hosting Services,Private Cloud Services,655.156,1,4
823800_Customer Group_5477,Data and Analytics,Big Data Solutions,74.202,1,4
823800_Customer Group_5477,Devices and Accessories,Data Center Equipment - Rack Solutions,913.52,1,4
823800_Customer Group_5477,Devices and Accessories,Enterprise networking equipment,2845.344,1,4
823800_Customer Group_5477,Digital Transformation Services,Cloud and Hosting Services,19228.5398,2,4
823800_Customer Group_5477,Digital Transformation Services,Remote Work Solutions,4894.7775,3,4
823800_Customer Group_5477,IoT and Smart Solutions,Smart City Solutions,314.53229999999996,1,4
823800_Customer Group_5477,Mobile Services,Mobile Device Management (MDM),551.7377,3,4
823800_Customer Group_5477,Mobile Services,Mobile Plans (Prepaid),1357.8626000000002,2,4
823800_Customer Group_5477,Network and Infrastructure,Network Infrastructure Services,327.6,1,4
823800_Customer Group_5477,Network and Infrastructure,Network Monitoring Services,2681.7079999999996,2,4
823800_Customer Group_5477,Network and Infrastructure,Wholesale Telecom Services,2593.7964,2,4
823800_Customer Group_5477,Security and Privacy,Access Control Solutions,205.87,1,4
823800_Customer Group_5477,Television and Entertainment,Mobile TV Services,7234.6749,8,4
823800_Customer Group_5477,Television and Entertainment,Smart TV Services,33.8109,2,4
823800_Customer Group_5477,Television and Entertainment,Sports Subscription Packages,331.5,1,4
823848_Customer Group_4716,Business Solutions,Digital Workspace Solutions,1281.5044,2,6
823848_Customer Group_4716,Community and Social Platforms,Professional Networking Platforms,604.2,1,6
823848_Customer Group_4716,Data and Analytics,Data Analytics Services,75.3626,1,6
823848_Customer Group_4716,Data and Analytics,Predictive Analytics,20.5751,1,6
823848_Customer Group_4716,Devices and Accessories,Data Center Equipment - Servers,91.728,1,6
823848_Customer Group_4716,Mobile Services,Family Mobile Plans,398.5132,2,6
823848_Customer Group_4716,Mobile Services,Mobile Device Management (MDM),767.1301,3,6
823848_Customer Group_4716,Network and Infrastructure,Network Consulting Services,1405.263,3,6
823848_Customer Group_4716,Network and Infrastructure,Network Equipment Sales,2217.9929,4,6
823848_Customer Group_4716,Network and Infrastructure,Network Monitoring Services,4504.501,3,6
823848_Customer Group_4716,Television and Entertainment,Educational TV Channels,12.0772,1,6
823848_Customer Group_4716,Television and Entertainment,Mobile TV Services,507.17359999999996,3,6
823870_Customer Group_4883,Data and Analytics,Predictive Analytics,8.4666,1,6
823870_Customer Group_4883,Mobile Services,Mobile Device Management (MDM),163.6208,1,6
823870_Customer Group_4883,Network and Infrastructure,Carrier Services,1571.7087999999999,1,6
823870_Customer Group_4883,Network and Infrastructure,Wholesale Telecom Services,2423.0648,1,6
823870_Customer Group_4883,Security and Privacy,Access Control Solutions,1053.647,1,6
823870_Customer Group_4883,Security and Privacy,Cybersecurity Solutions,56.4524,1,6
823870_Customer Group_4883,Television and Entertainment,Mobile TV Services,137.0432,2,6
824515_Customer Group_4538,Broadband and Internet Services,4G Services,4991.5983,1,4
824515_Customer Group_4538,Broadband and Internet Services,5G Services,6938.0036,2,4
824515_Customer Group_4538,Business Solutions,Contact Center Solutions,3985.084,5,4
824515_Customer Group_4538,Business Solutions,Digital Workspace Solutions,1733.4132,5,4
824515_Customer Group_4538,Business Solutions,Managed IT Services,5114.1323999999995,9,4
824515_Customer Group_4538,Business Solutions,Workforce Management Solutions,1263.3378,2,4
824515_Customer Group_4538,Cloud and Hosting Services,Application Hosting Services,186.846,1,4
824515_Customer Group_4538,Cloud and Hosting Services,Platform as a Service (PaaS),484.3888,1,4
824515_Customer Group_4538,Cloud and Hosting Services,Private Cloud Services,5288.7978,3,4
824515_Customer Group_4538,Data and Analytics,Data Analytics Services,851.2464,3,4
824515_Customer Group_4538,Data and Analytics,Predictive Analytics,2274.7342,6,4
824515_Customer Group_4538,Devices and Accessories,Data Center Equipment - Rack Solutions,8289.6256,13,4
824515_Customer Group_4538,Devices and Accessories,Data Center Equipment - Servers,3638.2616,6,4
824515_Customer Group_4538,Devices and Accessories,Network switches,725.3514,3,4
824515_Customer Group_4538,Digital Transformation Services,Cloud Strategy and Migration,560.287,2,4
824515_Customer Group_4538,Digital Transformation Services,Cloud-native Development,8681.3789,11,4
824515_Customer Group_4538,Digital Transformation Services,Remote Work Solutions,283.01120000000003,2,4
824515_Customer Group_4538,IoT and Smart Solutions,Fleet Management Solutions,12527.923200000001,2,4
824515_Customer Group_4538,IoT and Smart Solutions,Smart City Solutions,203.2808,1,4
824515_Customer Group_4538,Mobile Services,Family Mobile Plans,70.334,1,4
824515_Customer Group_4538,Mobile Services,Mobile Device Management (MDM),1180.4381,1,4
824515_Customer Group_4538,Mobile Services,Mobile Plans (Prepaid),22996.7207,51,4
824515_Customer Group_4538,Network and Infrastructure,Carrier Services,13545.078,5,4
824515_Customer Group_4538,Network and Infrastructure,Network Consulting Services,2532.7965,3,4
824515_Customer Group_4538,Network and Infrastructure,Network Design Services,3391.2913,8,4
824515_Customer Group_4538,Network and Infrastructure,Network Equipment Sales,14081.1772,10,4
824515_Customer Group_4538,Network and Infrastructure,Network Infrastructure Services,5248.743,2,4
824515_Customer Group_4538,Network and Infrastructure,Network Integration Services,3369.8964,1,4
824515_Customer Group_4538,Network and Infrastructure,Network Maintenance Services,7541.9795,3,4
824515_Customer Group_4538,Network and Infrastructure,Network Monitoring Services,7974.9123,6,4
824515_Customer Group_4538,Network and Infrastructure,Wholesale Telecom Services,21665.8263,17,4
824515_Customer Group_4538,Security and Privacy,Access Control Solutions,844.7628,1,4
824515_Customer Group_4538,Security and Privacy,Cybersecurity Solutions,268.11,1,4
824515_Customer Group_4538,Security and Privacy,Network Security Solutions,4403.7487,5,4
824515_Customer Group_4538,Television and Entertainment,Educational TV Channels,20220.299,23,4
824515_Customer Group_4538,Television and Entertainment,Kids Entertainment Packages,7497.3191,5,4
824515_Customer Group_4538,Television and Entertainment,Local TV Channels,11733.9424,4,4
824515_Customer Group_4538,Television and Entertainment,Mobile TV Services,36042.7401,19,4
824515_Customer Group_4538,Television and Entertainment,Movie Subscription Packages,37828.6606,34,4
824515_Customer Group_4538,Television and Entertainment,Premium TV Channels,3141.3298,12,4
824515_Customer Group_4538,Television and Entertainment,Smart TV Services,1621.8262,5,4
82455_Customer Group_3960,Devices and Accessories,Network switches,204.75,1,8
82455_Customer Group_3960,Network and Infrastructure,Wholesale Telecom Services,201.8502,2,8
825006_Customer Group_4718,Business Solutions,Workforce Management Solutions,9820.514000000001,1,3
825006_Customer Group_4718,Cloud and Hosting Services,Application Hosting Services,697.8384,1,3
825006_Customer Group_4718,Cloud and Hosting Services,Data Backup Services,357.354,1,3
825006_Customer Group_4718,Mobile Services,Mobile Device Management (MDM),1315.2065,1,3
825006_Customer Group_4718,Mobile Services,Mobile Plans (Prepaid),60.3612,1,3
825006_Customer Group_4718,Network and Infrastructure,Carrier Services,568.3284,1,3
825006_Customer Group_4718,Network and Infrastructure,Network Infrastructure Services,129.71,1,3
825006_Customer Group_4718,Network and Infrastructure,Wholesale Telecom Services,204.148,1,3
825006_Customer Group_4718,Television and Entertainment,Smart TV Services,542.43,1,3
825572_Customer Group_4637,Business Solutions,Digital Workspace Solutions,279.4556,1,4
825572_Customer Group_4637,Business Solutions,Managed IT Services,44.6136,1,4
825572_Customer Group_4637,Cloud and Hosting Services,Application Hosting Services,19.3375,1,4
825572_Customer Group_4637,Data and Analytics,Data Analytics Services,49.3821,1,4
825572_Customer Group_4637,Data and Analytics,Predictive Analytics,1596.5349,3,4
825572_Customer Group_4637,Devices and Accessories,Data Center Equipment - Rack Solutions,211.52659999999997,2,4
825572_Customer Group_4637,Digital Transformation Services,Remote Work Solutions,2945.7656,2,4
825572_Customer Group_4637,Network and Infrastructure,Network Design Services,128.0562,1,4
825572_Customer Group_4637,Network and Infrastructure,Network Equipment Sales,253.1673,2,4
825572_Customer Group_4637,Network and Infrastructure,Wholesale Telecom Services,5588.1108,4,4
825572_Customer Group_4637,Security and Privacy,Access Control Solutions,587.4736,1,4
825572_Customer Group_4637,Security and Privacy,Cybersecurity Solutions,5491.7256,3,4
825572_Customer Group_4637,Security and Privacy,Network Security Solutions,67.3648,1,4
825572_Customer Group_4637,Television and Entertainment,Kids Entertainment Packages,382.5654,3,4
825572_Customer Group_4637,Television and Entertainment,Mobile TV Services,485.5172,4,4
825572_Customer Group_4637,Television and Entertainment,Smart TV Services,29.52,1,4
826078_Customer Group_4918,Devices and Accessories,Data Center Equipment - Rack Solutions,763.6414,2,8
826078_Customer Group_4918,Digital Transformation Services,Cloud Strategy and Migration,174.9168,2,8
826078_Customer Group_4918,Television and Entertainment,Mobile TV Services,128.5356,1,8
826078_Customer Group_4918,Television and Entertainment,Premium TV Channels,185.0462,2,8
82617_Customer Group_2205,Community and Social Platforms,Professional Networking Platforms,1882.9399999999998,3,6
82617_Customer Group_2205,Devices and Accessories,Data Center Equipment - Servers,271.1861,1,6
82617_Customer Group_2205,Mobile Services,Mobile Device Management (MDM),339.8188,1,6
82617_Customer Group_2205,Network and Infrastructure,Network Design Services,10058.0216,2,6
82617_Customer Group_2205,Security and Privacy,Cybersecurity Solutions,548.25,3,6
82617_Customer Group_2205,Television and Entertainment,Over-the-Top (OTT) Services,204.6977,1,6
826266_Customer Group_5423,Business Solutions,Workforce Management Solutions,850.2444,2,3
826266_Customer Group_5423,Customer Support and Management,Customer Support Services,78.0556,1,3
826266_Customer Group_5423,IoT and Smart Solutions,Smart City Solutions,109.0797,1,3
826269_Customer Group_4884,Cloud and Hosting Services,Application Hosting Services,1461.0934,1,6
826269_Customer Group_4884,Mobile Services,Family Mobile Plans,332.2313,1,6
826269_Customer Group_4884,Network and Infrastructure,Network Design Services,3584.0537999999997,4,6
826269_Customer Group_4884,Network and Infrastructure,Network Infrastructure Services,194.3984,1,6
826321_Customer Group_4640,Customer Support and Management,Customer Support Services,698.196,2,9
826321_Customer Group_4640,Data and Analytics,Predictive Analytics,43.6712,1,9
826321_Customer Group_4640,Digital Transformation Services,Cloud-native Development,234.27779999999998,1,9
826321_Customer Group_4640,IoT and Smart Solutions,Environmental Monitoring Services,1310.8,1,9
826321_Customer Group_4640,Mobile Services,Family Mobile Plans,590.05,2,9
826321_Customer Group_4640,Mobile Services,Mobile Plans (Prepaid),60.83,1,9
826321_Customer Group_4640,Network and Infrastructure,Network Design Services,223.6513,2,9
826321_Customer Group_4640,Security and Privacy,Network Security Solutions,91.677,1,9
826321_Customer Group_4640,Television and Entertainment,Educational TV Channels,257.7752,1,9
826408_Customer Group_4540,Business Solutions,Managed IT Services,551.4819,1,4
826408_Customer Group_4540,Business Solutions,Workforce Management Solutions,72.2943,1,4
826408_Customer Group_4540,Cloud and Hosting Services,Data Backup Services,139.0592,1,4
826408_Customer Group_4540,Devices and Accessories,Data Center Equipment - Rack Solutions,279.5482,1,4
826408_Customer Group_4540,Devices and Accessories,Enterprise networking equipment,1161.6,1,4
826408_Customer Group_4540,Devices and Accessories,Network switches,192.7392,1,4
826408_Customer Group_4540,Digital Transformation Services,Cloud-native Development,653.0,1,4
826408_Customer Group_4540,Digital Transformation Services,Remote Work Solutions,2838.584,2,4
826408_Customer Group_4540,IoT and Smart Solutions,Fleet Management Solutions,1894.7365,1,4
826408_Customer Group_4540,Mobile Services,Mobile Device Management (MDM),648.8157,2,4
826408_Customer Group_4540,Mobile Services,Mobile Plans (Postpaid),481.5,1,4
826408_Customer Group_4540,Network and Infrastructure,Carrier Services,660.4156,1,4
826408_Customer Group_4540,Network and Infrastructure,Network Design Services,214.9065,1,4
826408_Customer Group_4540,Network and Infrastructure,Network Infrastructure Services,718.507,1,4
826408_Customer Group_4540,Network and Infrastructure,Network Monitoring Services,3679.752,5,4
826408_Customer Group_4540,Security and Privacy,Cybersecurity Solutions,2960.0244,4,4
826408_Customer Group_4540,Security and Privacy,Digital ID Services,868.6646000000001,1,4
826408_Customer Group_4540,Security and Privacy,Network Security Solutions,144.5542,1,4
826408_Customer Group_4540,Television and Entertainment,Educational TV Channels,282.5,1,4
826408_Customer Group_4540,Television and Entertainment,Kids Entertainment Packages,194.5412,1,4
826408_Customer Group_4540,Television and Entertainment,Mobile TV Services,236.7222,2,4
826408_Customer Group_4540,Television and Entertainment,Premium TV Channels,164.0394,1,4
826408_Customer Group_4540,Television and Entertainment,Smart TV Services,9.5232,1,4
826754_Customer Group_5428,Mobile Services,Mobile Device Management (MDM),18.4789,1,6
826754_Customer Group_5428,Network and Infrastructure,Network Integration Services,1459.3165,2,6
826754_Customer Group_5428,Network and Infrastructure,Network Maintenance Services,563.3258000000001,1,6
826854_Customer Group_4642,Cloud and Hosting Services,Application Hosting Services,195.1456,1,5
826854_Customer Group_4642,Cloud and Hosting Services,Data Backup Services,577.5721,1,5
826854_Customer Group_4642,Data and Analytics,Predictive Analytics,70.884,1,5
826854_Customer Group_4642,Mobile Services,Mobile Device Management (MDM),683.0885,1,5
826854_Customer Group_4642,Network and Infrastructure,Network Maintenance Services,447.65459999999996,1,5
826854_Customer Group_4642,Security and Privacy,Access Control Solutions,2456.2504,2,5
826854_Customer Group_4642,Security and Privacy,Cybersecurity Solutions,874.9711,1,5
826854_Customer Group_4642,Television and Entertainment,Premium TV Channels,51.7524,1,5
826943_Customer Group_5116,Business Solutions,Managed IT Services,121.7128,1,6
826943_Customer Group_5116,Cloud and Hosting Services,Cloud PBX Services,1268.0742,1,6
826943_Customer Group_5116,Customer Support and Management,Customer Support Services,2728.9518,2,6
826943_Customer Group_5116,Data and Analytics,Predictive Analytics,54.337,1,6
826943_Customer Group_5116,Devices and Accessories,Data Center Equipment - Rack Solutions,83.8198,1,6
826943_Customer Group_5116,IoT and Smart Solutions,Environmental Monitoring Services,7.1775,1,6
826943_Customer Group_5116,Mobile Services,Mobile Plans (Prepaid),576.865,1,6
826943_Customer Group_5116,Network and Infrastructure,Carrier Services,5306.524,5,6
826943_Customer Group_5116,Network and Infrastructure,Network Design Services,262.3364,1,6
826943_Customer Group_5116,Television and Entertainment,Mobile TV Services,147.8401,1,6
826943_Customer Group_5116,Television and Entertainment,Smart TV Services,497.1156,1,6
827050_Customer Group_1149,Business Solutions,Managed IT Services,175.548,1,9
827050_Customer Group_1149,Cloud and Hosting Services,Application Hosting Services,105.0448,1,9
827050_Customer Group_1149,Communication Tools,Web Conferencing Services,502.968,1,9
827050_Customer Group_1149,Customer Support and Management,Customer Support Services,106.5526,1,9
827050_Customer Group_1149,Data and Analytics,Predictive Analytics,292.94,3,9
827050_Customer Group_1149,Devices and Accessories,Data Center Equipment - Rack Solutions,427.7442,1,9
827050_Customer Group_1149,IoT and Smart Solutions,Environmental Monitoring Services,7012.804,4,9
827050_Customer Group_1149,Security and Privacy,Cybersecurity Solutions,3852.2835999999998,3,9
827050_Customer Group_1149,Television and Entertainment,Mobile TV Services,2905.8252,3,9
827287_Customer Group_5374,Business Solutions,Asset Tracking Solutions,166.32,1,5
827287_Customer Group_5374,Business Solutions,Digital Workspace Solutions,821.49,1,5
827287_Customer Group_5374,Data and Analytics,Predictive Analytics,1255.7997,1,5
827287_Customer Group_5374,IoT and Smart Solutions,Environmental Monitoring Services,3468.0656,1,5
827287_Customer Group_5374,Mobile Services,Mobile Device Management (MDM),211.5771,1,5
827287_Customer Group_5374,Mobile Services,Mobile Plans (Prepaid),714.2236,1,5
827287_Customer Group_5374,Network and Infrastructure,Wholesale Telecom Services,552.8358,1,5
827287_Customer Group_5374,Security and Privacy,Cybersecurity Solutions,6743.6388,7,5
827287_Customer Group_5374,Security and Privacy,Digital ID Services,6856.76,2,5
827513_Customer Group_5288,Business Solutions,Digital Workspace Solutions,342.6605,1,3
827513_Customer Group_5288,Business Solutions,Workforce Management Solutions,4544.1867,3,3
827513_Customer Group_5288,Community and Social Platforms,Professional Networking Platforms,134.4,1,3
827513_Customer Group_5288,Security and Privacy,Cybersecurity Solutions,376.3401,2,3
82814_Customer Group_2438,Broadband and Internet Services,5G Services,1390.1482,2,1
82849_Customer Group_1149,Data and Analytics,Predictive Analytics,83.77199999999999,2,6
82849_Customer Group_1149,Devices and Accessories,Data Center Equipment - Rack Solutions,151.7364,1,6
82849_Customer Group_1149,Mobile Services,GPS Tracking Services,217.063,1,6
82849_Customer Group_1149,Network and Infrastructure,Network Design Services,361.5831,1,6
82849_Customer Group_1149,Network and Infrastructure,Network Equipment Sales,272.832,1,6
82849_Customer Group_1149,Security and Privacy,Cybersecurity Solutions,39.442,1,6
82893_Customer Group_5793,Broadband and Internet Services,4G Services,5772.0334,4,1
82893_Customer Group_5793,Television and Entertainment,News Subscription Packages,1629.0078,1,1
82899_Customer Group_3799,Network and Infrastructure,Network Infrastructure Services,3735.4418,2,6
83033_Customer Group_1128,Communication Tools,Web Conferencing Services,994.2951,1,4
83033_Customer Group_1128,IoT and Smart Solutions,Smart City Solutions,141.1038,1,4
83033_Customer Group_1128,Mobile Services,Family Mobile Plans,408.40000000000003,2,4
83033_Customer Group_1128,Television and Entertainment,Educational TV Channels,56.6464,1,4
83033_Customer Group_1128,Television and Entertainment,Premium TV Channels,27.9786,1,4
83067_Customer Group_1696,Business Solutions,Asset Tracking Solutions,3044.1277,4,4
83067_Customer Group_1696,Business Solutions,Workforce Management Solutions,288.6936,1,4
83067_Customer Group_1696,Cloud and Hosting Services,Application Hosting Services,1977.6200999999999,2,4
83067_Customer Group_1696,Cloud and Hosting Services,Data Backup Services,398.7754,3,4
83067_Customer Group_1696,Cloud and Hosting Services,Platform as a Service (PaaS),704.8465,1,4
83067_Customer Group_1696,Communication Tools,Virtual Event Hosting,5190.5547,7,4
83067_Customer Group_1696,Communication Tools,Web Conferencing Services,868.8101999999999,3,4
83067_Customer Group_1696,Data and Analytics,Big Data Solutions,57.7752,1,4
83067_Customer Group_1696,Data and Analytics,Predictive Analytics,438.27000000000004,2,4
83067_Customer Group_1696,Devices and Accessories,Data Center Equipment - Rack Solutions,1735.3882,1,4
83067_Customer Group_1696,Digital Transformation Services,Cloud-native Development,90.02759999999999,1,4
83067_Customer Group_1696,Gaming and eSports,Live Streaming Services,2642.5455,2,4
83067_Customer Group_1696,IoT and Smart Solutions,Environmental Monitoring Services,330.0308,1,4
83067_Customer Group_1696,IoT and Smart Solutions,Smart City Solutions,249.3023,2,4
83067_Customer Group_1696,Mobile Services,Family Mobile Plans,3214.7944,7,4
83067_Customer Group_1696,Mobile Services,Mobile Device Management (MDM),4029.0834,18,4
83067_Customer Group_1696,Mobile Services,Mobile Plans (Prepaid),345.15869999999995,3,4
83067_Customer Group_1696,Network and Infrastructure,Carrier Services,1895.782,2,4
83067_Customer Group_1696,Network and Infrastructure,Network Equipment Sales,135.412,1,4
83067_Customer Group_1696,Network and Infrastructure,Wholesale Telecom Services,627.1486,3,4
83067_Customer Group_1696,Security and Privacy,Access Control Solutions,10326.5436,7,4
83067_Customer Group_1696,Security and Privacy,Cybersecurity Solutions,2225.1997,4,4
83067_Customer Group_1696,Security and Privacy,Digital ID Services,1538.13,1,4
83067_Customer Group_1696,Security and Privacy,Network Security Solutions,112.5205,4,4
83067_Customer Group_1696,Television and Entertainment,Over-the-Top (OTT) Services,1415.2859,6,4
83067_Customer Group_1696,Television and Entertainment,Premium TV Channels,316.1592,4,4
83130_Customer Group_2640,Broadband and Internet Services,4G Services,3348.0731,3,4
83130_Customer Group_2640,Business Solutions,Managed IT Services,1272.99,3,4
83130_Customer Group_2640,Cloud and Hosting Services,Application Hosting Services,43.56,1,4
83130_Customer Group_2640,Customer Support and Management,Customer Support Services,699.7985,2,4
83130_Customer Group_2640,Data and Analytics,Predictive Analytics,217.3446,2,4
83130_Customer Group_2640,Devices and Accessories,Data Center Equipment - Rack Solutions,183.447,1,4
83130_Customer Group_2640,Devices and Accessories,Enterprise networking equipment,4399.452,1,4
83130_Customer Group_2640,Devices and Accessories,Network switches,978.885,3,4
83130_Customer Group_2640,Digital Transformation Services,Cloud and Hosting Services,3947.6449000000002,4,4
83130_Customer Group_2640,Digital Transformation Services,Cloud-native Development,89.4192,1,4
83130_Customer Group_2640,IoT and Smart Solutions,Fleet Management Solutions,687.2848,1,4
83130_Customer Group_2640,Mobile Services,Family Mobile Plans,618.9594,2,4
83130_Customer Group_2640,Mobile Services,Mobile Plans (Prepaid),876.4671000000001,3,4
83130_Customer Group_2640,Network and Infrastructure,Network Design Services,278.9524,1,4
83130_Customer Group_2640,Network and Infrastructure,Network Monitoring Services,1285.2,1,4
83130_Customer Group_2640,Network and Infrastructure,Wholesale Telecom Services,1230.9347,7,4
83130_Customer Group_2640,Security and Privacy,Network Security Solutions,6.8266,1,4
83130_Customer Group_2640,Television and Entertainment,Educational TV Channels,1080.4667,4,4
83130_Customer Group_2640,Television and Entertainment,Kids Entertainment Packages,302.112,1,4
83130_Customer Group_2640,Television and Entertainment,Mobile TV Services,116.7261,2,4
83130_Customer Group_2640,Television and Entertainment,Movie Subscription Packages,94.9892,1,4
83130_Customer Group_2640,Television and Entertainment,News Subscription Packages,452.03,1,4
83130_Customer Group_2640,Television and Entertainment,Premium TV Channels,176.7406,3,4
83201_Customer Group_3158,Business Solutions,Digital Workspace Solutions,179.4981,1,4
83201_Customer Group_3158,IoT and Smart Solutions,Smart City Solutions,405.0154,2,4
83201_Customer Group_3158,Mobile Services,Family Mobile Plans,270.5087,1,4
83201_Customer Group_3158,Network and Infrastructure,Wholesale Telecom Services,390.491,2,4
83201_Customer Group_3158,Television and Entertainment,Premium TV Channels,54.1966,1,4
83225_Customer Group_2690,Data and Analytics,Predictive Analytics,250.4474,1,9
83225_Customer Group_2690,IoT and Smart Solutions,Environmental Monitoring Services,2109.5727,2,9
83225_Customer Group_2690,Security and Privacy,Cybersecurity Solutions,551.2442,1,9
83320_Customer Group_1138,Business Solutions,Contact Center Solutions,944.4006,1,3
83320_Customer Group_1138,Network and Infrastructure,Network Infrastructure Services,408.5025,1,3
83320_Customer Group_1138,Security and Privacy,Cybersecurity Solutions,857.6768,2,3
83320_Customer Group_1138,Television and Entertainment,Premium TV Channels,12.665,1,3
83409_Customer Group_1609,Network and Infrastructure,Network Infrastructure Services,2161.5599,3,6
83409_Customer Group_1609,Television and Entertainment,Smart TV Services,49.8776,1,6
83536_Customer Group_98,Business Solutions,Workforce Management Solutions,336.6088,1,6
83536_Customer Group_98,Gaming and eSports,Live Streaming Services,2760.4,3,6
83536_Customer Group_98,Network and Infrastructure,Network Infrastructure Services,4732.352,4,6
83610_Customer Group_1149,Business Solutions,Digital Workspace Solutions,248.964,1,5
83610_Customer Group_1149,Communication Tools,Web Conferencing Services,298.5172,1,5
83610_Customer Group_1149,Data and Analytics,Data Analytics Services,74.1188,1,5
83610_Customer Group_1149,Data and Analytics,Predictive Analytics,324.813,3,5
83610_Customer Group_1149,IoT and Smart Solutions,Environmental Monitoring Services,704.4118000000001,3,5
83610_Customer Group_1149,Mobile Services,Family Mobile Plans,65.83500000000001,1,5
83610_Customer Group_1149,Mobile Services,Mobile Plans (Prepaid),193.1735,1,5
83610_Customer Group_1149,Network and Infrastructure,Wholesale Telecom Services,17.496,1,5
83610_Customer Group_1149,Security and Privacy,Cybersecurity Solutions,4210.4456,9,5
83678_Customer Group_3232,Network and Infrastructure,Network Equipment Sales,156.0,1,6
83694_Customer Group_3559,Mobile Services,GPS Tracking Services,50.4454,1,0
83694_Customer Group_3559,Network and Infrastructure,Carrier Services,873.5265,1,0
83694_Customer Group_3559,Television and Entertainment,Over-the-Top (OTT) Services,1032.0117,2,0
